"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"398","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1988.94","B3-5-2","2","34","2","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"399","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1989.26","B3-5-1","2","34","8","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"400","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1988.56","","2","26","6","1.12.2025","1.1.2026","—","16.10.2025","—","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"401","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1989.13","","2","26","5","1.12.2025","1.1.2026","—","16.10.2025","—","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"402","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1988.64","B2-4-3","2","26","4","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"403","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1989.01","","2","27","5","12.10.2025","2.1.2026","—","20.10.2025","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"404","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1989.41","","2","27","4","12.10.2025","2.1.2026","—","20.10.2025","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"405","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1989.18","B1-4-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"406","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1988.82","B1-4-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"412","B_2025","","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1990.83","B4-5-5","2","31","1","24.4.2026","8.9.2026","—","—","—","26_BP_B_2 · 27_7.6","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"413","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1990.59","","2","28","8","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"415","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Vormontage bestellt","","10","1990.32","B4-5-2","2","32","2","30.4.2026","9.5.2026","—","—","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"416","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1990.69","B4-5-1","2","31","10","24.4.2026","8.9.2026","—","—","—","26_1.1 · 26_BP_B_4 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"420","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.85","B3-6-3","2","34","3","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"421","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.94","B3-6-2","2","34","9","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"422","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.86","B3-6-1","2","37","6","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"429","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1990.09","B1-5-3","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"431","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1992.78","B1-8-2","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","Schongebiet (#1)","PZ1 (#1)","26_1.4"
"435","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.80","B4-6-5","2","38","1","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"436","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.71","B4-6-4","2","38","4","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"437","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.80","B4-6-3","2","38","7","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"438","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.71","B4-6-2","2","","","—","—","—","—","—","26_1.1 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"439","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.69","B4-6-1","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"440","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.38","B3-8-7","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"444","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1993.85","B3-8-3","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_6 || 2026-07-17","","PZ25 (#12)","26_BP_B_6"
"453","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1994.38","B1-9-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_7 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"455","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1993.35","B1-9-2","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_3.1/1.4 · 26_BP_B_9","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"459","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.54","B4-7-5","2","38","2","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"460","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.46","B4-7-4","2","38","5","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"461","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.37","B4-7-3","2","38","8","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"462","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.38","B4-7-2","2","","","—","—","—","—","—","26_1.1 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"463","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.37","B4-7-1","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"468","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1995.15","B3-9-2","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_5","26_BP_B_6 || 2026-07-17","","PZ25 (#12)","26_BP_B_6"
"469","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1995.09","B3-9-1","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_5","26_BP_B_6 || 2026-07-17","","PZ25 (#12)","26_BP_B_6"
"470","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1995.10","B2-8-5","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_5","26_BP_B_6 || 2026-07-17","","PZ25 (#12)","26_BP_B_6"
"471","B_2025","","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1995.03","B2-8-4","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_BP_B_7 || 2026-08-03","","PZ25 (#12)","26_BP_B_7"
"476","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1995.89","B1-10-8","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1 · 26_BP_B_8","26_BP_B_8 || 2026-08-18","Schongebiet (#1)","PZ1 (#1)","26_BP_B_8"
"478","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1995.76","B1-10-6","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"485","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1998.07","B4-9-4","2","32","1","30.4.2026","9.5.2026","—","—","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"486","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1998.09","B4-9-3","2","32","3","30.4.2026","9.5.2026","—","—","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"488","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1997.74","","2","32","5","30.4.2026","9.5.2026","—","9.10.2025","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"493","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1996.32","","2","22","1","8.10.2025","13.10.2025","—","19.9.2025","13.10.2025","26_1.2 · 26_BP_B_5","","","PZ25 (#12)",""
"494","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1996.71","","2","22","2","8.10.2025","13.10.2025","—","19.9.2025","13.10.2025","26_1.3/BP_B_6 · 26_BP_B_5","","","PZ25 (#12)",""
"495","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1997.26","","2","24","7","29.9.2025","22.10.2025","—","4.9.2025","22.10.2025","26_1.3/BP_B_6 · 26_BP_B_5","","","PZ25 (#12)",""
"497","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1996.47","","2","24","8","29.9.2025","22.10.2025","—","4.9.2025","22.10.2025","26_1.3/BP_B_6 · 26_BP_B_7","","","PZ25 (#12)",""
"498","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1996.35","","2","24","9","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"502","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.45","B1-11-7","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"503","B_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.44","B1-11-6","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"510","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1999.72","B4-10-4","2","28","2","30.9.2025","20.4.2026","—","—","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"511","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1999.65","B4-10-3","2","29","8","30.9.2025","24.4.2026","—","—","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"512","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1999.68","B4-10-2","2","29","5","30.9.2025","24.4.2026","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"516","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.73","","2","22","3","8.10.2025","13.10.2025","—","25.9.2025","13.10.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"517","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.34","","2","22","4","8.10.2025","13.10.2025","—","25.9.2025","13.10.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"518","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1997.99","","2","22","5","8.10.2025","13.10.2025","—","19.9.2025","13.10.2025","26_1.2 · 26_BP_B_5","","","PZ25 (#12)",""
"520","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1999.22","","2","19","1","2.9.2025","26.9.2025","—","2.9.2025","26.9.2025","26_1.3/BP_B_6 · 26_BP_B_5","","","PZ25 (#12)",""
"521","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.97","","2","18","1","2.9.2025","30.9.2025","—","25.9.2025","30.9.2025","26_1.3/BP_B_6","","","PZ25 (#12)",""
"522","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.99","","2","14","1","2.9.2025","26.9.2025","—","3.9.2025","26.9.2025","26_1.3/BP_B_6 · 26_BP_B_7 · 27_8.1","","","PZ25 (#12)",""
"523","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1999.33","","2","14","2","2.9.2025","26.9.2025","—","3.9.2025","26.9.2025","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1","","","PZ25 (#12)",""
"528","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.37","B1-12-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_9 · 26_BP_B_8","26_1.6 || 2026-07-16","Schongebiet (#1)","PZ1 (#1)","26_1.6"
"529","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.15","B1-12-4","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9 · 26_BP_B_8","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"532","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.05","B1-13-2","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"533","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","2001.31","B4-11-7","2","28","4","30.9.2025","20.4.2026","—","—","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"534","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","2000.73","B4-11-6","2","28","1","30.9.2025","20.4.2026","—","—","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"535","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","2001.23","B4-11-5","2","29","7","30.9.2025","24.4.2026","—","—","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"536","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2001.56","","2","29","4","30.9.2025","24.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"537","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2001.18","","2","29","1","30.9.2025","24.4.2026","—","9.10.2025","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"538","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.26","","2","23","1","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.2 · 26_BP_B_4","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"539","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.05","","2","23","2","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.2 · 26_BP_B_4","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"540","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.06","","2","19","2","2.9.2025","26.9.2025","—","26.9.2025","29.9.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"541","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.05","","2","19","3","2.9.2025","26.9.2025","—","23.9.2025","26.9.2025","26_1.2 · 26_BP_B_5","","","PZ25 (#12)",""
"542","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2000.85","","2","19","4","2.9.2025","26.9.2025","—","23.9.2025","26.9.2025","26_BP_B_5","","","PZ25 (#12)",""
"543","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2000.78","","2","19","5","2.9.2025","26.9.2025","—","19.9.2025","26.9.2025","26_BP_B_5","","","PZ25 (#12)",""
"544","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.35","","2","18","2","2.9.2025","30.9.2025","—","19.9.2025","30.9.2025","26_1.3/BP_B_6 · 26_BP_B_5","","","PZ25 (#12)",""
"545","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.13","","2","18","3","2.9.2025","30.9.2025","—","23.9.2025","30.9.2025","26_1.3/BP_B_6","","","PZ25 (#12)",""
"546","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2001.05","","2","14","3","2.9.2025","26.9.2025","—","8.9.2025","26.9.2025","26_1.3/BP_B_6 · 26_BP_B_7 · 27_8.1","","","PZ25 (#12)",""
"547","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2000.91","","2","14","4","2.9.2025","26.9.2025","—","23.9.2025","26.9.2025","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1","","","PZ25 (#12)",""
"550","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.32","B1-12-7","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1 · 26_BP_B_8","26_1.6 || 2026-07-16","Schongebiet (#1)","PZ1 (#1)","26_1.6"
"551","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.36","B1-12-6","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1 · 26_BP_B_8","26_1.6 || 2026-07-16","Schongebiet (#1)","PZ1 (#1)","26_1.6"
"552","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2001.26","B1-13-6","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_9 · 27_8.1 · 26_BP_B_8","26_1.6 || 2026-07-16","Schongebiet (#1)","PZ1 (#1)","26_1.6"
"553","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2001.14","B1-13-5","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9 · 26_BP_B_8","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"554","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2003.30","","2","28","3","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"555","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2003.33","","2","29","9","30.9.2025","24.4.2026","—","14.10.2025","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"556","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2003.02","","2","29","6","30.9.2025","24.4.2026","—","14.10.2025","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"557","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","2003.38","","2","29","3","30.9.2025","24.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
